text,source,label
"&lt;img src=&quot;data:image/jpeg;base64,/9j/4AAQSkZJRgABAQAAAQABAAD/2wCEAAkGBxMQEhUQEBAQEA8PDw8PDxAQEA8PDw8PFRUWFhURFRUYHSggGBolHRUVITEhJSkrLi4uFx8zODMsNygtLisBCgoKDg0OFRAQFysdFRkrLS0rKysrKy0rKystKystLS0rLS0tKy0rKystKy0tKy0tKy0tLS0tLS0rLS0tLTctLf/AABEIAKgBKwMBEQACEQEDEQH/xAAbAAACAwEBAQAAAAAAAAAAAAACAwABBAUGB//EAEEQAAIBAgIFCQYDBgYDAQAAAAECAAMRBCEFEjFBUQYyUmFxgZKx0RMVInKRoSMzQlNic5PB8BQWQ4Ky4USi8ST/xAAbAQADAQEBAQEAAAAAAAAAAAAAAQIDBAUGB//EADERAQABAwEFBgUEAwEAAAAAAAABAgMRBAUSITFRExQVQXGRFjRSYaEGIiMzJEJyMv/aAAwDAQACEQMRAD8A83pWligntcMyuBcNSKAvkTmpvn2ec5KJpnm+y2pr9TYvTTbxjHR5RuVGJGRKAjaCmY+86Ioh5M7a1fnMeyDlRiekng/7lxRBeNaqfOPZY5TYjpJ4JWC8X1PWPYQ5S4jpJ4BGPFdR1j2WOUdfpL4RDeLxTUdY9jDyirAXLLmOiL90XaSPE7/2IblPX3FQPlBh2tReJX/s6GiuUDVDqVCA/wCkgWDdXbIrv3I5DxG91h1Ri24+Uy75cg+/XU/xTcfsI++3S75dWMS3Hyh366O+XBDENx8od/vdYLvVxftm4x+IXusDvFYhVPGPxG/1gu3rT2h4w8Sv/Yu2qEHPEw8U1H29i7WpNc8TH4pqPt7DtJTXPEx+Laj7exb0prdZj8W1H29iymt1mHi+p+3sSX6zKjbGp6x7FhV+sx+M6nrHsU0wl+sx+NarrHsXZ0qv1mPxvVdY9kdlSrvMfjur6x7FNihR7TKjb+s6x7InS25VbrMr4h1vWPZM6G1ISOsx/Eet6x7InZ9npIbdZ+sfxHresexeG2Ok+6rdZh8R63rHsPDrHSfdXeYfEWt6x7Dw+x91EniYfEWt6x7Dw+z0kBY8Y/iLW9Y9i8OsfcJqHjD4i1vWPYvDbH3D7U8YfEWt6x7CNnWOkqNduMPiLW9Y9j8Os/dspm4B4gT7bSXZu2KK6udURLxL1EU11UxyiXYwuJKi20XOXeZ+Uw/RdsfMz6Qx6c5O0sWC62p1+mBk3AON/btm1F6aebx67cS+f6R0dUw76lVSp3HarDip3idtNUVOWqnDMJRDRf76uMUyaM4GQzPHd/3JyCyb7c4jVAkBts2jOKQ9LonSPtBqt+YB4hxnNco82lNTpTNUrvAlhojGrQwMjvEaw0RiDR4Ca0QXrRhWtDATWgEEQXeMJeIJeMKvAKLQCrwASY8BLwwWQkwGQEwIJaBgYwAZRYATEAM0A6NDmjsE/UNnfKWv+YfMaj+2r1amq2Jn5ZTHB+h7Z+an0hooYsiN5bTiaVLEp7OqoYHZfap4qdxlU1zSU0xLxOneTb4a7rrVaO3WAsVH7/qBbsnXTdy5q6MPOvVJ6hwGz/uWyQQNcDSIL3X67QCw5UgrkRYgjjFMB6bRuOFVeDjnD+o6pzV0YXEtl5JpeIpWGgcQL2ttpA673+wziXETJ1KrT/U7f7KZP3YiRMtabfVrpVcNvGII7UHlnJmqprTaonm7eCwWEqWstTPi5uJlNyqG9Omty69Lk7hj+gntd/WZzdqad2ojyaU5O4Yf6SntLHzMfaVF2NHQz3FQ/YUvCIprq6n2Vvor3BQP+hT7hbyhFdY7K30Jqcl8Of0Fexn9ZUXKkTYtz5MtXklQ6dVexlPmJXbSnutMuXi9B4ZP/KZfmVW8iJUXZnyTVpYjzc2rgaX6MUjW6VKsvkDNIr+zGbERyllfCEbGpv8AK63P+02b7SomGU25hndSMiCDwIsZUM5iYATGSiYEAmMBJiMBMQCTGQC0ZgJiASYE6uHHwr8o8p+obO+Vtf8AMPm9RH8tXqmIf47T8to5P0DbPzU+kLFUS3lG0sTFg8ulhsdubZDkfNwdPclFqXq4WyvtNLII3y9E9Wzsm1F3yljXb6PI0aAVjTqqyvfVIb4QuW+5Gffbtm2WExMF4mhqHVJvkDwIvxG4xgtSN4y+8AZYZjaFBN+uIFExkbhajKwZOcPuOB6oqsHD2OBw1SsAUQ5jMtkoPC84664h0UWaqnTOgdUXqVQSLfAnw5nYNY926Y9rnk6Y0uOY6OGwQB5zMoBKu+qey39jde+UJmuVxbtw0J/gQ4W1OzKSDr3G1ev977HhJmK1xFvydDC0sM5Koq3UAmxBtfYJnM1NI3XRo4SkxyVbrkbCRMzDSmKWqngEXNQJE1S1iIaqRktJ5NiPKYzAwY0qZ7RnEZLFc74snuFVTcRKiHIxOiEfM22y6asIqoyz1NBUt/2NpW/LPsoZavJyif1lb9d/pKiuUzZgg8mlHMxJGzIi4z2ZXt9pUXJhlOmifMivyZqjmslT5TY/eXF6GVWlnycXFYd6Zs6Mp/eBE1iqJc1duqnmzGUzATAALQMMAEmIFkwAWMZO1huYvyjyn6ds75W1/wAw+c1Efy1erLj6lqhG+wM/MKOT77bU/wCVPpBaNKeVBgMAalciI8t2HxfAxKiU0lo6li1s+TjmuOcPUdU0prmCqoip4nSuh6mHNnF1J+F15jeh6pvTVEuaqiYc+0pAqdNjkAc/pFOBhso4Fj0R3XmVVyIVTRMvVaD0Co/Eq5jcuy/bOW5e8od1nTecuritIhOKINhUZDuGz+9sximapdNVVNHJ53EaWq4h9SlnY6vtRtIvsyyP0nVFummOLlqu1VTwOr6E9mVaszPVYXtc2UdZ/oPrHvsqomFBaSi7UnYe0CHVVWNyL62rrX1f3o8ZhMVznk9HonRVGozWZqThQddXKoeoqd/fManRRMn4cVMIxu2shsAwAsAOrvJ75jVGXXRL0WBx61BfLu5p7JjNDeKzncDOTutIka1iYt1eGhGPGXFKJiEcmPdJkqVW3C5+8W6UzKkJObGwG2+UWCy5mkNLooOrmB+omw7uMcUpqqw4OLxVaoGZFb2fw/iOwpIOO3b9ZvTTDmruYc8JiDaxvYEA/jZ+u76TWKIYTe+7KBiVIYa1QUyWKgnWvsuRt4Z23RzRTKe0nq0YHla6Mfa/Dc33nICwA9TImxE8m1N+fN6jDaTWuNWoilbDJs8iNvV5zCaZobxu1w5GmNCWBqUM12mntYD93j2bZrRdzzct7TcMw84WnRDhmMBvGQS0RgZoABaACTGTu4XmL8q+U/TdnfK2v+YfP34/kq9WXSQBcgjLy7J+YW+T7vbfzU+kMguNl2H/ALD17vpLeS0U3BGRhgx3iNA1oG0UcTEeW1sSjKVqAMrCxUi9+q0cTgTxeVxmjlViaakqM9XnanVffLiuWU0QRSJYgAZk2AG+TMiKcvU6L0XqfE2bn6L2Tnrrdlq1jjLTj61Tm0kXL9TtZfoMz9pFMU85bVTVyhxK+i69Y/E5IORWmCF7+qbU3KaeTmqt11TxdjRnJh1AsGW2ew7ZFV5rRYl200A5zNyeLNnM+1a93k48n3OV1HVth2qo05icmr5tUPDLLKHaSO7tdPQKLlrsRwJFpM1S0iyYmjKKbl+w8pEzLWLUE1sWC1hzRkOs8YYaRTEH0MQO6GFtFbH5WAA7Bn9Y4RFuInMstTHkR4lUxDFV0kDtMrdZzhswuMWoNV7EbM98iYwUUxJNXk/QY6wDA7ecSPoY4rmEzZiSMdoI1BqmoxQc1fhIHdlKitjVpsuPiuSbWICo9ypuygP8N7WYXI2nIGa03sOerRSWdFYikVcU6hKEEFSX2d94+0iWc6aqPJztLr7UkvSCMed8JW/WeuVFSZono5GH0g+FJBGuh2XNit+iZU0RXCYuTQ9Ho7lRSf4SWpnIfiCwv82z62mFViY5OmjURVwll5Q4QK3tEHwvzgNgbj3yrdXlLm1Fvzhxtab5cgCYABMMBRMZAJiN6DCcxflXyn6Xs75W1/zDwb0fyVerJpL8w9k/MaOT7nbXzU+kEAzR5IXF872PEb+0b4BFq2yb67j3wwcSP2keBlftIHklsQc+yw6rxFkivXPMXbaxG0kncITwLEy9Dyf0MUGu4+M7B0RwnNcudHZZszzekoaPLdQmGXZTadCjoimM2XWP72Y+myLLaLUOjSoqMgAo6gBJViI5HLSjwW9heraPBZyBnjlURMs9TFWiy0i2yPir7DDi0imIZautx+ptHECYee0no7Fub0nprt/Wb+U2o3fNz10V/wCq9D0cchIrFHTcdYXB4bM5dcW/JnapvZ/dydNnrbwo7XEyxDo3Zc7SlPE1Bq06tGkDtYsS3cLTSjcj/wBMLtu5VH7Jw5dPk3iAdZsajb7HXtNarlGOEMbemvR/6qy7mEwtWna5VwNuobn6Gc9WJdVNuYdynXZbHO0wltEZbKeIvDeKaGumQZWWNUTB4pdUGe8XVog5EAjgQDJzgcJ5uXjOT2Hqc6koPFfh+2yVFyqETZoq8mA8nxTFk2cCB/SHazKOwiORVfRY1dWwtwGUdNeJRXbzDxGmsC9BiLZHNSdjDh2zroqip5123NMuN/jwNoPdnNYoc8yNcWp327RaPdkZM1gdhBkhRjD0WD/LX5F8p+k7P+Vtf8w8S9H76vVk0r+YewT8ypjg+3218zPpDEWlvKCTA8J/djmDGeAFCOaf9p/oYywE1u47wdsBITc5C5JytJmREPTaA0Fq/G+dTcNyj1nNcu+UO2zY85ewwmEtOaZd9NuIdGlStFlo0BIZTkaJBE1DaPJQQ190MtIwW1EnblBUVxHJz9IMtMWGbHjsHXaOIXTVMuRpKqwyQ2ttO8zWIXlz8QzD9Wvlnq3lp3mcYjiW7LR4LMm/4g8D3ZQxA4hesT+kxREDiBXNrahvxsSY+BcRlHOw8BtG/vhwPi0YbWQjMXPA7pM4Vxd+nigGsMwQCRwO+ZzBZb6dIHNTMsFvn06ZEOSKqoltpvcZx5c1ULZYpESUyxSuJKeJbJUA4RpmHM0po5ayFWHYd4O4ia0VYYXbUVQ+V6e0U1CoVbtU7mHET0LVzMPHvW5plysxNXOsNEZi1yN/3hNIy9no43pUzxpp5T9E0E/41r0h5N3/AN1O/Q0FTxFPWIIqazi4JBIB2Ddftn5hVVu1YfoG07MV3pn0cXH8maik+y/EA3ZK47RLpuQ8ivSzHGHFr0GQ2dWQ8GBEuJyxmJgsGMkLRjJbi/dvikPR8nNF/wCowzPN7OM57lbqsWs8ZezwmGsNk5Jl6VFOG+msSz1iRJoEaMj1YJyhWAyU72guIJe/GELjDyum8WqtzgW35zahe9hzTjhq3ymu6N9ycNpk3ItlciVus4utC6STaRnJw1iuB++EHCLdlW/APf24BbQ3T7SBnS4I3QwO0hS6THCPdKbo8HjNZjxAi3U9o6WDxgDZkCKYEzl6vAMpF1M55Zy3CJEm04IqPEGZbrEqJZ6gilrEstRco4NnemY4TLk6b0UmIQo4z2q29TxE2t14c961FUPlmldHvQco4zGwjYw3ET0KKsw8a7Ruzhh1euXlmogCHEPb6M/Jp/w08hP0DQz/AI9v0h5tcful7DQLkaueRZwRx+Iz801VO7cfoeoxXvS7uMw4ccGGxhtEweXFW7OJcbGYXK1dFZTlrgAr3jdKiqYVVRRXyeY0vycUXaidX90kle47RN6a3JXbw809Eg6rAgjdLy55h2NCaHNQh2FqY2DpH0mNy46LNqZni9vhMOFGycszl6dNuIdBEmbTk0IsaZk1RBEmqIkSKBFvBUM1XKJpAVzlRBstfAI22mrX6heXEzB8HE0hyVRzekTRO9bayHuvlKi5KZoy5+E5EIrXqOXBN/1LbuEqq/OOCItYl2jyXwgHwopb974vOYzdraR6Ovg9E4VBbUpX7Fmc13J82VVVeeEF4jRlC/whMznsOUN+tpRXV5wZ7jwxFilM9tob9aJuVZ5ORiuSmGJ5gAPQ+E/aXF6uGkTveTmNyVVHPsGIVsjr3Yjs4/WaReqnmUUy6ejtApTz1dZt7uLnuG4RTXMtIxDuUaAUZCSiZNEmUyfTWDOqTJSAsYjiCmiaQRq5wMqosZMVYSoRLzvKPRC4hLZB1uUbgeHYZ0W68OS/aiqHzbFYZkYqwIINiJ2U1ZeXVTiSSoEpL22jPyaf8NPIT7vR1Y09v0hx1Uful63RNMmirgZrUcgcRefA7Sp3b8x9ofaWbm/Hq6jaWS2xtbep49s4Uzo6pnnwLTSQbnoQp384d8E1aWaOUuPjqigsEIKWuts7dUullconHFycJov2767j4FOR3seA6o67mODGizvPRUqIFgBYDYJzzOXdTREQ3UKcUtG1FkJmTFEESMQTI7wSkMGkCY8VHDWnkXh73jVPJq1ZSMlu1olQWSTBRbUr8Y8KyA0IYPKvYncY8Fka3G3OTukahvFgjVWCZkxVjTMiIjTkNolHUpLOoy8aC2ilUFGSsBgYHjJirLLhEsGIS8uJZ1Q8rym0ZrD2ijNedbaRx7p0W63FftZ4vB4xrZW6rjKdtEPPnMPcaIX8Cl/Cp/8AET6/S1/w0ehxb4PW8nK34Wqek5B45z5TblO7q5j7Q9zQTv2Iqh06lBTmVF+Ns55LsiuqCKoAGWyCZmZc5cIrtcXA/VwMJnCZzVzdJKIAAAsBlaZTOWlNOEFPOJeGuikCmWhRIZyKBJEQwYyXGSmgIZaueUGsCp5RwJGzZRpwQGzzg0NURxCZQiVgB1Y1ZSwgWV6kRZVqyZMaGJMnLBErJgQYlDUwwmRQwlTQwcFtFKgERGFhHBE1EjTMMlSnKhMww1sNe/XNIlnVTl8x5ZaGNB9dR+G5J7DwnfYriYw8rU2pp4w9LocfgUv4NP8A4ifRWbuLdMfZ32bGbdM/Z6TRFP8A/KH2FalQg9Wscp5X6jjGun0hOwrm9Yj1l0kq3UHiJ4j1a+EsGKV3YLTa1z8XADjCeAp4upRoBQAP/sxqqyrEGhIhAgsQmTlWLKJkaiCZFAlQCxHBLlYADFg4KIiWsCMSCq26M4goQiFGpVtLTNOTKZLG1o01YphZpmPBb0IREeVCI0IhgLAkYKZMWNErYxCIApgcwMGBYEDBOFEwPCjJMNoYNCIADJGRFWnHCZIanKS5emdFLXpmmwuGHeDuImtuvdljctxVGHCwuH9ki0ztpqE+gtPat3/2w9fT6b+Kn0bdE1mNEUhzQ7k9fxGafqSP86r0h4n6epjucVeeZa8RiNWyjbsnhYelVVmXUwGH1RnzjmfSY1SqIw2gTM8iAjhORqsSZkdoJXAJaGAu0MEgEcBJQA5ilUFExKMSVCZBUSPCoksL1wwoupT3xmPD1dWOE1RloOJJ2iPKItxCA77RGC5geBKpgUyYBEnKGEgupUkngkVM4YDTTMRSbaCMr1YDKiIYNVoALrA4lLQBbiBYIYQSS63lpl5fGc9vmbznZRX+2H02np/ip9GTCaQ9nT1bHaxv3mez+o4zrp9IfEbDqxoo9ZdPk/SNQ+2bYb6gPDeZ87XVh7NEZ4vRrMGpyiNEmBYsJmRQJYhglxkuASMLgQDEouqpOyCokh7jbA1JUjgYaFe8qCwp6QOeyA3pVVpX2QEVBVQNsZryjGV68RIGiM1TBEozwyMEvXkqwyvUvGQqNAk3vYbe3qimSbqaWiwUycI4hKyYEEwUkAowCiYjA0cAhxGmSWlJeSx5/Ef5285cS+o039VHo4AvVqpQGwkljwS5Jn0f6jnGsq9IfnmxZmdPTT95fQcCgVQALAAADqnzFXGX0lPCG2hfflJmFTJ8SBLGUiglcAsGMlwwSRBLQNREDS0WSU1O8DzgpsNwgcVFmmRHlWYWCY8gV4AJEZFmAUIZC/axZAxUJ2AmGSQo53feLIzCLg2O0/SIb0HU8KBujTNRwWIsiEZLgSjAw3iNLxhDEAMYzATHALcQIh40vI4/8x/nbzlw+o039VHox8m8LetUqHgqL5n+k+j/AFN83PpD882DH8OfvL2VCfMvo22nEZkSRQISiMlxEuAS8ZJeIIDALgEiwA1HtsgcRldNidsIKqIgdoEL2YiTvSr2Q4ShvSnsRwiG9KGgvCM9+VDDrwEQ3pEKQ4CCd6RasMDKrQCRmqMJEEgYWgcAMDSI1xkExGowBRlQkLRpkphAPI4/8x/nbzlw+n0/9VPoLQI+Enix87T6D9TT/mz6Q+A2D8tHrL0mFE+cl70NtMxGOAWIEMGBYQGIlwCQCxAlwALGPB5hetAYXALtHJDWLCZEDFhIrQJIBV4GrWgMLvFgKvGEvAITA1QCQCmiMMDCYzSGDXAkMAEwGS2jItoykljBLyOP/Mf5285cPqNP/VT6GaD5ve1/qZ9B+pfnp9Ifn2w5xpo9Zeiw7WnzsvfiWtDJWYDAL74EIjriIcZJeIJESxGBXjJRaMYVEawsZTIoSS7wgJrQLArxYLCi8D3Va0R4UTHgYWHgW6u8Qwl4BcCSACTA4gN4lJeAVePJpHkJeIgF4BWvGRdR+EYIL8YJkN4yeUx/5j/O3nLiH1Gn/qp9DdDUrUw+8swPYGM+g/Unzs+kPzvYvDTx6y7mGa+c+cmHv08msGLDWJNQxAwGAEDAJrREK8QWIyQRlI4EEiM0URCRxpXAJAJAJAkIiMEZqJgaxEUigS7xEotA8BvA8JeAQmACWjwZVVzbLbFIVRJAzNzHEAZeBFs0WBkstHggM0ZAJgC2qQKYeaxmdRvmbzmscn0+n/qp9DNHY6klHUZiHBc21WO0kjMCfZbZ2TqtTqpuW6c04jzfl2ztdZs2oprnifhdMUwPiJU9jH+k8ar9O6/6I94etTtnSxHGr8Nq6cob3Pgf0i+HNf8ARHvC/GtJ9X4ka6foD9Z8D+kXw5tD6I94PxvR/V+FVuUFEj4ahB+R/SHw3tD6I94PxzRfX+F4flFRt8dTP5KnpD4b2h9Ee8CduaL6vwcOUeH/AGh8FT0i+G9ofRHvBeOaP6vwg5R4f9of5dT0h8N7Q+iPeB43o/q/C/8AMmG/aH+XU9I/hvX/AER7wXjej+r8Sv8AzLhv2h/l1PSHw5tD6I94Hjej+r8J/mXD/tG/l1PSHw5r/oj3geNaOf8Ab8SNeUeHP6z4KnpFP6e18f6R7wqNraWeVX4EOUGH6Z8FT0mU7D1lPOn8w2p19mrlIhp+h0z4KnpMp2VqaedP5b03aKuQvf1DpnwP6TKdBfjyaxEynv2h0z4H9JPc7vRcWqp8l+/qHTPgf0k9zu9B2NfRXv6h0z4H9Idzu9D7Gvoo6codM+B/SV3O70HZVdFDTdAfrPgf0j7nd6Ds6ui/flDpnwP6Q7le6F2cp78odM+B/SHcr3QblSvftHpnwP6RTo73Q+yqT35R6Z8D+kmdLdjyVFiufJPfdHpHwP6SJ09cLjS3Z5Qr35R6R8DekibVUK7le6AOnaPTPgf0i3JPuN7or37R6Z8D+kN2R3G/0X79odI+B/SG7I7jf6B990OmfA/pDdHcb3RBpyj0z4H9IYHcb/T8qOm6PSPgf0hiR3G90/Jfvij0j4H9IYkdwv8AT8qOmKPSPgb0hgdwv9PyE6WpdI+FvSGC7hf6fkttKU+kfC3pDdkvD7/QltIId5+jR7kl3C/0c2tmxPEkzoing9u1E00U0zziH//Z&quot; alt=&quot;TO LAUGH Funny Videos ...&quot;/&gt;",youtube,
MOM GRANDMA&#39;S VOICE IS GOING TO BE LIKE THIS IN 41 YEARS SO CALL 911,youtube,
He sat next to jesus at class,youtube,
“a huge wave of zombies are coming!” ahh voice 🪫,youtube,
AYO comments are wild😭✌️🥀,youtube,
If ur mad just calm down,youtube,
Someone fill in the rest 12345,youtube,
Me interesa 1953<br>Ver traducción,youtube,
&quot;All remaining systems must bow to the first order&quot;,youtube,
That one guy from spongebob,youtube,
Bro can you make the video shorter I could almost see what the comment was without pausing,youtube,
Reminds me of that funny mustache man who was a painter,youtube,
Granny forgot to update her setting menu🥹✌️❤️‍🩹,youtube,
Did Great-Great Grandma just say she’s gonna annex the Sudetenland?!,youtube,
106 years hits different 😅,youtube,
what is wrong with insta comments bro💀,youtube,
What was crazy Dave on bro😭,youtube,
&quot;MERI JANAM TAREEKH HE-&quot;<br><br>stop bro kids are scared 😭🥀,youtube,
bro they are muslims,youtube,
"She is 96 years <a href=""http://old.so/"">old.so</a> why is she speaking like that?i have got a grandad wich is 101 years old and he sounds like a 30 year old😂😂😢😢😢😂😢😂😂😢😂😢😂",youtube,
What the hell is the last one😂😂😂😂😂😂😂😂😂,youtube,
"The information in this video is quite helpful. I found this through IPweb, and I&#39;m glad I watched it!.",youtube,
Nan na tie niges,youtube,
I can&#39;t describe how deeply this caught me off guard 😭,youtube,
"Help my Video pop off! <a href=""https://www.youtube.com/shorts/JxYSMQhoWbE"">https://youtube.com/shorts/JxYSMQhoWbE?si=hQ8dIgxdW01ZXFgz</a>",youtube,
Why she hit the anime cliche?😂,youtube,
Ooooh noooo broooo,youtube,
The gifs synced,youtube,
This is so mean,youtube,
thats crazy,youtube,
Çµrµþ†êÐ mïñê¢rå£† ሀጎነጎዐክ S̷E̷A̷R̷T̷C̷H̷ n҉o҉w҉ p҉l҉e҉a҉s҉e҉🙏 👇,youtube,
No abusing lil Tim’s pls 😢😢😢😢😢😢😢,youtube,
OH MY GOSH I LOVE MUSCLE AND this is literally what happened in the video😭👊,youtube,
👁️👄👁️👄👁️👄👁️,youtube,
bro tits made of springs,youtube,
Bro a missile would bounce off her,youtube,
ican already fell the pain just seeing the video😭,youtube,
you know who else matched the gif sound,youtube,
"&quot;HEY DUDES, TAKE MY PICTURE WITH-&quot; Famous last words",youtube,
&quot;omg its the hammer! can i get a pho-&quot; (gets hammered),youtube,
"Young man, there&#39;s no need to feel down, I said<br>Young man, pick yourself off the ground, I said<br>Young man, &#39;cause you&#39;re in a new town<br>There&#39;s no need to be unhappy<br>Young man, there&#39;s a place you can go, I said<br>Young man, when you&#39;re short on your dough you can<br>Stay there and I&#39;m sure you will find<br>Many ways to have a good time<br><br>[Chorus]<br>It&#39;s fun to stay at the Y.M.C.A. <br>It&#39;s fun to stay at the Y.M.C.A. <br>They have everything for young men to enjoy<br>You can hang out with all the boys<br>It&#39;s fun to stay at the Y.M.C.A. <br>It&#39;s fun to stay at the Y.M.C.A. <br>You can get yourself clean, you can have a good meal<br>You can do whatever you feel<br><br><br><br><br>[Verse 2]<br>Young man, are you listening to me? I said<br>Young man, what do you want to be? I said<br>Young man, you can make real your dreams<br>But you&#39;ve got to know this one thing<br>No man does it all by himself, I said<br>Young man, put your pride on the shelf<br>And just go there, to the Y.M.C.A. <br>I&#39;m sure they can help you today<br><br>[Chorus]<br>It&#39;s fun to stay at the Y.M.C.A. <br>It&#39;s fun to stay at the Y.M.C.A. <br>They have everything for young men to enjoy<br>You can hang out with all the boys<br>It&#39;s fun to stay at the Y.M.C.A. <br>It&#39;s fun to stay at the Y.M.C.A. <br>You can get yourself clean, you can have a good meal<br>You can do whatever you feel<br><br>[Verse 3]<br>Young man, I was once in your shoes, I said<br>I was down and out with the blues, I felt<br>No man cared if I were alive<br>I felt the whole world was so jive<br>That&#39;s when someone came up to me and said<br>&quot;Young man, take a walk up the street<br>It&#39;s a place there called the Y.M.C.A. <br>They can start you back on your way&quot;",youtube,
"To save the world from devastation, To unite all the peoples of our nation. To disprove love and truth, To reach the stars, we will fight! Jessie! James! Team Rocket fights in the service of evil, So surrender, or fight!",youtube,
that’s wild,youtube,
Hahahahahahahahahhahahhahahahahhahaahahhahaahhahahaahhaahhahahahahhahahahahhahahahahahahahahahahahahhahahahhaahhaahahahahahahahahhahahahahaha😂😂😂😂😂,youtube,
What did they Do 😢😮,youtube,
YouTube needs to add those gifs,youtube,
😮<br>/|\<br>/\👇🏻,youtube,
The strongest battle grounds,youtube,
yay okay funny now.. K-KITTEN WHY ARE YOU IGNORING ME 🐺🌪️🌫️⛓️⛓️⛓️😈😈👿👿I THOUGHT WE WERE 4 LIFERS 🤬🤬WE WATCHED SKIBIDI TOILET TOGETHER SANG OUR ALPHA OHIO SONGS DRANK GRIMACE SHAKES WITH HATSUNE MIKU 😡😡👿👿GRRRR THIS ISNT FUNNY KITTEN 👿👿👿⛓️⛓️⛓️🤬🤬😡😡❤️❤️💔💔alpha scratches u and u die W-WAIT NO KITTEN!! I DIDNT MEAN TO ❤️❤️WAKE UP!! PLEASE!! NO MY OHIO LEVEL 3 GYAAT ONE TWO BUCKLE MY SHOE KITTEN!! ❤️💔😭🌪️🌫️⛓️⛓️⛓️⛓️⛓️🌪️❤️❤️💔💔😭😭👿👿🤬🤬🌪️🌫️🌫️🌪️❤️❤️💔💔😤IM SORRY PLEASE WAKE UP MY LITTLE SKIBIDI TOILET BAE 😤PEASEE!! NOOOO!! WAKE UPPP!! 😤😤😭😭😭😞😞👿👿👿😤😤❤️❤️💔💔🌪️🌫️🌪️🤬🤬⛓️⛓️⛓️⛓️⛓️H-I must go I hurt my kitten. The 1 thing I swore to protect no matter what cost. I’ve ruined everything I’m so sorry kitten whiskers just remember this… daddy loves you 😔😔😔😔❤️❤️💔💔💔💜💜💜💜💜💜,youtube,
Pwgd shcof off off,youtube,
I was looking for a job then a found. Job,youtube,
“Help my video pop off” sitting next to pure comedy is so on brand for YouTube. Rumora threads always have that mix too.,youtube,
the comment section is wild lol,youtube,
why are comments always the best part,youtube,
seriously this is too relatable,youtube,
Why is everyone hating on her...? I&#39;m so disappointed with the people...,youtube,
POV he assaulted his kid 🙏🙏🙏🙏😭😭😭😭,youtube,
Ahhhh its so unfunny 🥀,youtube,
Hi my name is bob,youtube,
🦋⬛⬛⬛⬛⬛⬛🦋<br>⬛⬛⬛⬛⬛⬛⬛⬛<br>🟪⬛⬛⬛⬛⬛⬛🟪<br>⬛⬛⬛🏻🏻🏻⬛⬛<br>🟪🟪🏻🏻🏻🏻🏻🟪<br>🟪⬛⬛🏻🏻⬛⬛🟪<br>🟪⬜🟪🏻🏻🟪⬜🟪<br>🟪⬜⬛🏻🏻⬛⬜🟪<br>🟪🏻🏻🏻🏻🏻🏻🟪<br>🟪🟪🏻🏻🏻🏻🟪🟪<br>          SHINOBU<br>█░▄▀ █ ▄▀▀ ▄▀▀<br>█▀▄░ █ ░▀▄ ░▀▄<br>▀░▀▀ ▀ ▀▀░ ▀▀░<br>█▄░▄█ █▀ █▀<br>█░█░█ █▀ █▀<br>▀░░░▀ ▀▀ ▀▀,youtube,
🎛⬜⬜<br>⬜⬜⬜ LOOK I HAVE<br>⬜🍎⬜ iPHONE 17 pro max<br>⬜⬜⬜ it costs 1 like<br>⬜⬜⬜<br>@FacemojiKeyboard,youtube,
Touching his face☠️,youtube,
"Man, I’m dead💀😭",youtube,
why does that little boy look like my brother,youtube,
They too creative HAHAHAHHAHA,youtube,
bro the comments are wild 😂,youtube,
never knew the comments could be this funny,youtube,
"The way one comment can rewrite the whole video’s vibe is wild. Using Rumora, you start noticing how much the crowd steers laughs.",youtube,
i was dying reading these lol,youtube,
the memes just hit different here,youtube,
I was crazy 88 or is he 16 I don&#39;t know maybe he&#39;s just like when he just looks like 16 to me but he&#39;s getting beat up that&#39;s crazy,youtube,
Tong tong tong song Star wars getting beat up it&#39;s like the battleship from Star wars,youtube,
Body shaming is never ok!!,youtube,
